Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Ozornwafor Valentine;DC;1;1;5;0;5;3;0;3;0;0;0;0;0;0;0.67;0;0.67;184;0;184;61.33;0;61.33;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Alvero Skelly;MD;8;8;5;4.67;5;13;3;13;0.46;0.58;0.46;0;0;0;0.15;0.33;0.15;297;123;297;22.85;41;22.85;;;;1000;5;4;5;0;4.5;5.5;0;5;5;0;5;0;5;5;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Ruque Jonathan;DL;1;1;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Poulain Benoît;DC;8;8;5;0;5;10;0;10;0.94;0;0.94;0;0;0;1;0;1;816;0;816;81.6;0;81.6;;;;1000;0;3;5.5;0;0;6;4.5;6;0;0;0;0;0;0;5;4.5;6;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Ouattara Kassoum;DL;1;;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;11;0;11;11;0;11;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Touré Madou;MD;3;;5;5;5;2;1;2;0;0;0;0;0;0;0;0;0;18;4;18;9;4;9;;;;1000;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Zampa Marius;MD;1;1;5;0;5;2;0;2;0;0;0;0;0;0;0;0;0;7;0;7;3.5;0;3.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Durivaux Dylan;DL;8;8;5;5.13;5;6;4;6;0.71;0.63;0.71;0;0;0;1;1;1;507;350;507;84.5;87.5;84.5;;;;1000;5;4.5;5;6;0;4;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Boudaché Ilian;MO;1;1;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Nasraoui Rayan;DL;1;5;5;0;5;2;0;2;0;0;0;0;0;0;0;0;0;20;0;20;10;0;10;;;;1000;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Bastian Maxime;DL;11;11;5;5.33;5;14;6;14;0.71;0.75;0.71;0;0;0;0.79;0.67;0.79;945;362;945;67.5;60.33;67.5;;;;1000;6;4.5;5;6.5;5;5;0;0;0;0;3.5;5;5;5;5;5.5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Bouchouari Benjamin;MD;9;10;5;5;5;16;16;16;0.82;0.82;0.82;0;0;0;0.81;0.81;0.81;1070;1070;1070;66.88;66.88;66.88;;;;1000;6;5;5.5;3.5;4.5;5.5;5;4;5;5;4.5;6;4.5;6.5;5.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Gauthier Antoine;MD;1;1;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;9;0;9;9;0;9;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Bohnert Florian;DL;6;6;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;16;0;16;16;0;16;;;;1000;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Congré Daniel;DC;13;15;4.97;5;4.97;15;1;32;0.64;0;0.89;0;0;1;0.87;0;0.94;1251;72;2721;83.4;72;85.03;;2721;7.5;1000;5;0;4;0;0;5;4.5;6;5;5;0;4;5;5;5;5.5;4;6;5.5;4;4;5;4.5;4;4;4.5;6;5.5;5.5;0;6;4.5;5.5;5;3;6;7.5;0;;;;;;;;;;;;;;;;0;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Linguet Allan;MD;11;16;4.97;4.83;5;16;9;32;0.64;0.25;0.81;0;0;1;0.94;0.89;0.94;1257;677;2651;78.56;75.22;82.84;;2651;7;1000;4.5;4.5;5;5;5;5;4.5;5;5;0;0;0;5;6;4;5;4;6.5;5.5;5;5;0;4.5;5;4.5;4.5;4;7;0;5;5;6;5.5;3.5;5;7;4;0;;;;;;;;;;;;;;;;4;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Boli Charles;MO;9;9;4.96;5;4.96;12;4;12;0.26;0;0.26;0;0;0;0.5;0.25;0.5;506;108;506;42.17;27;42.17;;;;1000;5;5;5;5;0;5;0;0;0;5;0;0;4.5;5;5;4.5;5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Obiang Johann;DL;7;9;4.95;0;4.9;11;0;25;0.72;0;0.63;0;0;0;0.55;0;0.68;629;0;1566;57.18;0;62.64;;;;1000;0;0;0;0;0;5;5;4;5.5;4.5;4.5;6.5;4;5;5.5;0;0;0;5;5.5;5;5.5;4;5;4.5;5;5.5;4;0;5;4;4.5;5;0;5.5;0;0;0;;;;;;;;;;;;;;;;4;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Riou Matthis;MD;10;11;4.95;4.33;5;10;3;25;0.98;1.15;1;0;0;0;0.8;0.67;0.88;702;189;1986;70.2;63;79.44;;;;1000;3;5;5;0;0;0;4.5;0;0;6;5.5;5;5;4;6.5;0;0;0;0;6;6;5;5;6;5.5;3;6;5;3.5;4.5;6;6;0;0;0;3.5;0;4.5;;;;;;;;;;;;;;;;4.25;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Gene Owen;MD;6;;4.94;4.75;4.78;9;2;25;0.3;0.35;0.61;0;0;0;0;0;0.56;95;8;1303;10.56;4;52.12;;;;1000;5;4.5;0;0;0;5;0;0;0;0;5;0;0;5;4.5;5;0;5.5;5;4;4;5;0;0;4;4.5;7;5;5;0;4;5;4.5;4.5;4.5;5;4.5;4.5;;;;;;;;;;;;;;;;4.5;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Gabriel Silva;DL;5;5;4.92;0;4.56;6;0;16;0.38;0;0.63;0;0;0;0.5;0;0.63;292;0;868;48.67;0;54.25;;;;1000;0;0;0;0;0;5;5.5;4.5;0;0;0;0;0;0;0;5;4.5;5;0;0;0;3.5;5;4;3.5;5;4.5;5;0;0;0;0;0;0;0;5;3.5;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Sivis Maxime;DL;5;7;4.92;0;5.38;6;0;21;0.66;0;1.08;0;0;1;0.83;0;0.95;436;0;1766;72.67;0;84.1;;1766;6.5;1000;0;0;0;0;0;0;0;0;0;5;5;4.5;0;4;6;5;0;0;0;4.5;6;5.5;6.5;7;6.5;3;8;5;5;0;0;5.5;0;6;5;0;5;5;;;;;;;;;;;;;;;;5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Camara Mamadou;MD;7;;4.92;0;4.92;6;0;6;0.49;0;0.49;0;0;0;0.17;0;0.17;152;0;152;25.33;0;25.33;;;;1000;0;0;0;0;4;5;0;5;5;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Pagis Pablo;A;11;12;4.92;4.92;4.92;13;13;13;0.53;0.53;0.53;0;0;0;0.85;0.85;0.85;883;883;883;67.92;67.92;67.92;;;;1000;4.5;4.5;5.5;6;4.5;5.5;5;5;5;4.5;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Vandermersch Hugo;DL;11;14;4.91;4.78;4.94;17;9;31;0.67;0.79;0.77;0;0;0;1;1;1;1501;798;2696;88.29;88.67;86.97;;;;1000;5;4.5;6;5;5;5;5;3;4.5;0;4.5;5;4.5;5;0;5.5;5;6;5;0;6;4;5;0;0;0;0;5.5;6;5.5;4.5;5;5;6.5;4.5;5;3.5;3.5;;;;;;;;;;;;;;;;3;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Delpech Leon;MD;9;10;4.91;0;4.94;11;0;24;0.54;0;0.45;0;0;0;0.09;0;0.21;226;0;678;20.55;0;28.25;;;;1000;0;0;0;0;3.5;0;5;5;0;5;5;5.5;5;5.5;5;4.5;0;5;0;5;5;5;4.5;4.5;4.5;0;0;4.5;0;0;5;0;5.5;5;0;5.5;5;5.5;;;;;;;;;;;;;;;;3.5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Gersbach Alex;DL;11;15;4.91;5.28;4.85;17;9;30;1.12;1.12;0.86;0;0;0;0.94;0.89;0.9;1485;765;2413;87.35;85;80.43;;;;1000;5;5.5;4.5;3;6;7;5.5;6;5;0;0;3;4.5;5;5;4.5;3;6;5;4.5;4.5;5;5;5;5;4;0;0;0;5;0;0;5;4.5;5;0;5;4.5;;;;;;;;;;;;;;;;3;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Rocchi Jean-Jacques;MO;9;9;4.91;5;4.91;11;1;11;0.2;0;0.2;0;0;0;0.09;0;0.09;173;20;173;15.73;20;15.73;;;;1000;5;0;0;5;0;0;0;5;0;4.5;5;5;0;5;0;5;5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Mandouki Cyril;MD;11;13;4.89;4.5;5.09;14;2;23;1.06;0.71;0.93;0;0;1;0.93;1;0.87;1132;180;1734;80.86;90;75.39;;1734;6;1000;4;5;0;0;3.5;5.5;5.5;7;6;5;3.5;5;4;5.5;0;5.5;0;0;3.5;6;6;4.5;4.5;5.5;6;5;5.5;5.5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Bassi Amine;MO;5;8;4.88;0;5.08;4;0;6;0.25;0;0.49;0;0;0;0.25;0;0.33;120;0;218;30;0;36.33;;;;1000;0;0;0;0;0;0;5;0;4.5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;;;;;;;;;;;;;;;;0;FC Metz;Valenciennes;sam. 28/01 19:00;50;0.15089;0.2651;
Henry Valentin;DL;8;13;4.88;5.5;4.92;8;3;25;0.74;0.5;0.64;0;0;1;0.38;0.33;0.76;392;127;1828;49;42.33;73.12;;1828;6.5;1000;6;5;5.5;0;0;3.5;5;0;0;0;0;0;0;0;0;0;4.5;4.5;5;4.5;4.5;6.5;0;5;5;4.5;5.5;5;4.5;4;0;5;4.5;5;5;4.5;5;6;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Vargas Thibaut;DL;11;15;4.88;4.5;4.88;17;5;17;0.84;0.87;0.84;0;0;0;0.76;0.2;0.76;1238;252;1238;72.82;50.4;72.82;;;;1000;4.5;3;5;5;5;0;5;6;4.5;5;0;4;4.5;4.5;5.5;4;6.5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Ferhaoui Ryan;MD;7;9;4.88;0;4.88;8;0;8;0.69;0;0.69;0;0;0;0.5;0;0.5;412;0;412;51.5;0;51.5;;;;1000;0;0;0;0;0;0;0;0;0;5;5;4.5;3.5;5;5;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Farade Kevin;A;1;1;4.88;0;4.88;4;0;4;0.75;0;0.75;0;0;0;0.5;0;0.5;145;0;145;36.25;0;36.25;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;4;4.5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Depussay Emeric;MO;7;9;4.88;0;4.88;12;0;12;0.31;0;0.31;0;0;0;0;0;0;104;0;104;8.67;0;8.67;;;;1000;0;0;0;0;0;5;4.5;5;5;5;4.5;0;4.5;5;4.5;5.5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Bordeaux;Dijon FCO;sam. 28/01 19:00;50;0.61976;;
Isola Baptiste;MO;5;10;4.88;0;4.88;4;0;4;0.25;0;0.25;0;0;0;0;0;0;56;0;56;14;0;14;;;;1000;0;0;0;0;0;0;0;5;5;5;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Abdallah Akim;DL;11;11;4.86;4.9;4.92;18;5;30;0.95;1.08;0.83;0;0;0;0.89;1;0.8;1341;404;2092;74.5;80.8;69.73;;;;1000;3.5;4.5;6;4.5;6;0;3.5;4;5;4;6.5;6;5;3.5;6;5;5;4.5;5;4;5;5;0;0;0;0;4.5;5;0;5;6;0;0;4;5;6;5;5.5;;;;;;;;;;;;;;;;5;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Tapoko Kevin;MD;5;5;4.86;5.33;4.86;7;3;7;0.75;0.58;0.75;0;0;0;0;0;0;111;91;111;15.86;30.33;15.86;;;;1000;5;5;6;0;5;0;0;0;5;0;0;0;0;0;0;0;4.5;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Durand de Gevigney Mael;DC;7;7;4.85;4;4.85;13;1;13;0.92;0;0.92;0;0;0;0.92;1;0.92;1081;90;1081;83.15;90;83.15;;;;1000;4;0;0;5;5.5;5;0;0;0;0;4;6.5;4;3.5;6;4.5;5.5;5.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5.5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Confais Alois;MD;8;10;4.83;0;4.83;6;0;6;0.26;0;0.26;0;0;0;0;0;0;116;0;116;19.33;0;19.33;;;;1000;0;0;4.5;0;0;0;0;5;0;5;5;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Cibois Sébastien;G;7;9;4.83;0;4.83;6;0;6;1.69;0;1.69;0;0;0;1;0;1;540;0;540;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;3.5;6;3.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Guessoum Kelyan;DC;8;9;4.83;4.25;4.92;15;2;30;0.7;0.35;0.68;0;0;0;0.73;0.5;0.73;1047;96;2004;69.8;48;66.8;;;;1000;4;4.5;0;0;5;5;5;0;4;0;5;6;4;4;6;4.5;5.5;5.5;4.5;4;0;5.5;5;5.5;4.5;5;0;5;4;5.5;0;4.5;5;4;0;6;6;5.5;;;;;;;;;;;;;;;;5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Néry Loris;DL;3;7;4.83;0;5.21;3;0;14;0.76;0;0.7;0;0;1;0.67;0;0.79;183;0;1108;61;0;79.14;;1108;6;1000;0;0;0;0;0;0;0;0;0;4;5;0;0;5.5;0;0;0;0;0;0;6;5.5;0;5.5;6;4.5;4.5;5;0;5;5.5;0;4.5;0;0;6.5;0;0;;;;;;;;;;;;;;;;5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Savignac Noa;MO;1;;4.83;0;4.83;3;0;3;0.29;0;0.29;0;0;0;0;0;0;35;0;35;11.67;0;11.67;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Mouali Hamza;DL;8;9;4.83;0;4.83;6;0;6;0.41;0;0.41;0;0;0;0.33;0;0.33;197;0;197;32.83;0;32.83;;;;1000;0;5;4;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
D'Almeida Sessi;MD;8;8;4.82;5.5;4.82;17;2;17;0.56;0.71;0.56;0;0;0;0.59;0.5;0.59;908;90;908;53.41;45;53.41;;;;1000;5;6;0;5;5;5;5.5;4.5;4.5;0;4.5;5;5;5;5;4;5;4.5;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Fofana Adama;DL;11;11;4.82;0;4.81;11;0;24;0.87;0;0.82;0;0;0;1;0;0.96;978;0;2000;88.91;0;83.33;;;;1000;0;0;5;6;5;5;4;6;3;5;5;4;0;5;0;0;0;0;0;4.5;0;0;0;3.5;3;4.5;5.5;5;5.5;5;5;5;6;5;5;0;0;0;;;;;;;;;;;;;;;;5;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Thioune Ousseynou;MD;8;10;4.81;0;5.08;13;0;30;0.43;0;0.68;0;0;1;0.62;0;0.77;701;0;1889;53.92;0;62.97;;1889;7.5;1000;0;4.5;0;5;0;5;5;0;5.5;4.5;0;5;4;4.5;4.5;5.5;4.5;0;5;5;0;5;5.5;5;7.5;5.5;5.5;5.5;5;0;4.5;5;4.5;6;5.5;4;5;6;;;;;;;;;;;;;;;;0;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Badji Aliou;A;13;19;4.81;4.38;5.25;13;4;28;0.75;0.25;1.1;0;0;8;0.46;0.5;0.68;545;192;1714;41.92;48;61.21;;214;6;1000;4.5;4.5;4.5;4;0;0;4.5;4;6;5;5;4.5;0;4;6;6;0;0;0;4.5;6;6;0;3.5;0;4.5;0;6;4;5.5;0;6.5;5;8;7;7;6;5;;;;;;;;;;;;;;;;5;Bordeaux;Dijon FCO;sam. 28/01 19:00;50;0.61976;;
Ahlinvi Mattéo;MD;3;7;4.8;0;4.8;5;0;15;0.27;0;0.59;0;0;0;0;0;0.07;48;0;233;9.6;0;15.53;;;;1000;0;0;0;0;0;0;4.5;4.5;0;0;5;0;0;0;0;0;5;0;5;5;5;5;0;0;0;5;0;0;0;0;0;4.5;5;5.5;0;5.5;4.5;3;;;;;;;;;;;;;;;;5;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Rabuel Matteo;DC;7;7;4.8;0;4.83;5;0;6;0.45;0;0.41;0;0;0;0.6;0;0.67;254;0;344;50.8;0;57.33;;;;1000;0;0;5;0;0;0;0;5;0;5;0;0;5;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Burner Patrick;DL;11;11;4.79;4.79;4.82;17;17;28;1;1;0.92;0;0;0;0.82;0.82;0.71;1167;1167;1758;68.65;68.65;62.79;;;;1000;4.5;4;5;3;5;6.5;4.5;7;3.5;5;3.5;5.5;5;4.5;5;5;5;0;0;4;5;5.5;5;5.5;5;0;0;0;4.5;0;0;3;0;0;0;5;6;5;;;;;;;;;;;;;;;;5;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Roux Baptiste;DC;12;15;4.79;4.77;4.95;17;13;28;0.99;0.95;0.94;0;0;2;1;1;1;1509;1169;2484;88.76;89.92;88.71;;1242;6;1000;3;5.5;4.5;6;5.5;5;4.5;6;3;4.5;5;4.5;5;0;0;3;5.5;5.5;5.5;4.5;5;5.5;0;0;0;0;6.5;6;5;6;3.5;0;0;5;4.5;0;0;5.5;;;;;;;;;;;;;;;;5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Karamoko Setigui;DC;3;3;4.79;0;4.79;7;0;7;0.39;0;0.39;0;0;0;0.14;0;0.14;111;0;111;15.86;0;15.86;;;;1000;0;0;0;5;0;0;0;0;0;0;5;0;0;5;4;5;0;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Giraudon Jimmy;DC;11;14;4.77;0;4.68;13;0;14;1.03;0;1.05;0;0;0;1;0;0.93;1121;0;1147;86.23;0;81.93;;;;1000;0;0;0;0;3;3.5;5.5;0;4;0;4;6;5;6.5;5.5;4.5;5;5.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;;;;;;;;;;;;;;;;4;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Zady Sery Caleb;A;7;15;4.77;5;5.08;13;2;20;0.53;0;0.85;0;0;0;0.31;0.5;0.5;438;74;948;33.69;37;47.4;;;;1000;5;5;0;4;0;0;0;0;0;4.5;5;5;4.5;4;5;5;4.5;4.5;6;0;0;0;0;0;0;0;0;0;0;0;0;6.5;5;7.5;5;6;4.5;5;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Benezet Nicolas;MO;5;5;4.75;4.75;4.75;6;4;6;0.42;0.5;0.42;0;0;0;0;0;0;104;71;104;17.33;17.75;17.33;;;;1000;5;5;5;4;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Coelho Grégory;DC;7;7;4.75;0;4.88;8;0;13;0.53;0;0.51;0;0;0;0.5;0;0.62;315;0;682;39.38;0;52.46;;;;1000;0;0;0;0;0;5;5;5;0;0;0;0;0;3.5;5;0;5;4.5;5;5;4.5;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Raux-Yao Serge-Philippe;DC;9;9;4.75;4.83;4.71;14;6;28;0.96;1.08;0.85;0;0;0;1;1;0.86;1215;540;2161;86.79;90;77.18;;;;1000;3;4.5;5.5;4.5;6;5.5;0;0;0;0;5;4.5;0;3;6;5.5;4.5;4;5;5;5;5;3;5;4.5;4;5.5;0;5.5;5.5;3.5;4;5;0;5;0;0;0;;;;;;;;;;;;;;;;5.5;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Mahmoud Elies;MO;10;11;4.75;4.75;4.68;18;18;22;0.69;0.69;0.65;0;0;0;0.33;0.33;0.27;555;555;602;30.83;30.83;27.36;;;;1000;5;5;4.5;4;4.5;5;4;5;7;4;5;4.5;4;5;4.5;4.5;5;5;0;0;0;0;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4.5;;;;;;;;;;;;;;;;4.5;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Yatabaré Sambou;MD;5;5;4.75;0;4.68;2;0;14;0.35;0;0.99;0;0;2;0;0;0.57;24;0;582;12;0;41.57;;291;7.5;1000;0;0;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;4;4.5;0;5;4.5;5;0;4.5;4;4;0;7.5;0;3;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
