Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Valera Germán;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Barbero;A;1;;0;0;4.25;0;0;2;0;0;0.35;0;0;0;0;0;0;0;0;6;0;0;3;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Areso Jesús;DL;1;;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;15;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Iruarrizaga Ander;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Niño Fernando;A;1;;0;0;4.38;0;0;8;0;0;0.88;0;0;0;0;0;0.38;0;0;297;0;0;37.13;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;4;4.5;0;0;0;4.5;0;0;4;0;6;5;;;;;;;;;;;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Villahermosa Daniel;MD;1;;0;0;4.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;22;0;0;22;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Pérez Pablo;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
Dufur Unai;DC;1;;0;0;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;90;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
García Álvaro;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Tenas Arnau;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Barcelona;Betis;mer. 01/02 21:00;50;0.36599;0.45422;0.51904
Gil David;G;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Garrido Jon Ander;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Rodriguez Miguel;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
González de Zárate Urko;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Kike Saverio;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Luis López;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Jörgensen Filip;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Rios Enrique;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Marrero Unai;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Patrick John;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Hernández Mario;DL;1;;0;0;4.71;0;0;7;0;0;0.27;0;0;0;0;0;0.43;0;0;275;0;0;39.29;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;4.5;5;5;0;4.5;0;5;0;0;0;0;0;0;4.5;0;0;;;;;;;;;;;;;;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Petxarroman Alex;DL;1;;0;0;4.73;0;0;13;0;0;0.56;0;0;0;0;0;0.08;0;0;345;0;0;26.54;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;4.5;3;4.5;5;5;0;5;0;5;4.5;5;0;0;0;5;;;;;;;;;;;;;;;;3;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Greif Dominik;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Agirrezabala Julen;G;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Calderón Martín;MD;1;;0;0;4.5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;55;0;0;55;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;;;;;;;;;;;;;;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Conde Diego;G;7;10;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Gálvez Pablo;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Leo Román;G;3;7;0;0;4.75;0;0;2;0;0;1.06;0;0;0;0;0;1;0;0;180;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5.5;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
García Joan;G;3;;0;0;3.25;0;0;2;0;0;0.35;0;0;0;0;0;0.5;0;0;107;0;0;53.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Fuidias Toni;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Josep Gayá;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Ramos Darío;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
García Pere Joan;G;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Recasens Lluís;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
López Diego;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Akhomach Ilias;A;1;;0;0;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;80;0;0;80;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;0;Barcelona;Betis;mer. 01/02 21:00;50;0.36599;0.45422;0.51904
Iranzo Rubén;DC;1;;0;0;4.75;0;0;2;0;0;0.35;0;0;0;0;0;0.5;0;0;103;0;0;51.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;;;;;;;;;;;;;;;5;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Peter;MO;1;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;15;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Rafa Marín;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Quetglás Ferrán;G;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Benito Iker;A;1;;0;0;2.25;0;0;2;0;0;3.18;0;0;0;0;0;0.5;0;0;22;0;0;11;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Ribeiro Tiago;MD;1;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Pérez Jesús Santiago;MD;1;1;0;0;4.83;0;0;3;0;0;0.76;0;0;0;0;0;0;0;0;81;0;0;27;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Asensio Alejandro;MO;1;;0;0;4.75;0;0;2;0;0;0.35;0;0;0;0;0;0;0;0;11;0;0;5.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Becerra Juan Camilo;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Ortuño Sergio;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Morilla Jonathan;G;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Alejandro;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Gómez Jonathan;DL;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Samu Casado;G;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Dani Tasende;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Kebe Ibrahima;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Gorjón Aleix;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Artero Ricard;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Marchena Antonio;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Piñeiro Diego;G;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Juan Carlos Arana;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Miguelito;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Juanjo Nieto;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Martos Iván;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Svidersky Martin;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Solà Arnau;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Gui;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Herzig Marius;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
Casadó Marc;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Barcelona;Betis;mer. 01/02 21:00;50;0.36599;0.45422;0.51904
López Jesus;G;7;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Kikín;DL;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Curro Muñoz;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Nacho Quintana;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
